Job_Title,Company,Location,Salary,Skills,Experience,Job_Type,Industry
Data Engineer,Google,Pune,2893537,"Python, Spark, Hadoop, SQL",3,Full-Time,FinTech
Data Engineer,IBM,Bangalore,2706453,"AWS, Spark, ETL, SQL",1,Full-Time,SaaS
AI Engineer,Google,Chennai,3166196,"Python, TensorFlow, Deep Learning",0,Full-Time,Security
Data Analyst,Amazon,Mumbai,783365,"Python, SQL, Tableau",5,Full-Time,Security
DevOps Engineer,HCL,Chennai,2940679,"Docker, Kubernetes, AWS, Jenkins",1,Full-Time,IT
Data Engineer,Paytm,Pune,1919970,"AWS, Spark, ETL, SQL",8,Full-Time,Security
AI Engineer,Infosys,Kolkata,1065612,"Python, TensorFlow, Deep Learning",2,Full-Time,E-Commerce
Frontend Developer,Flipkart,Bangalore,1336637,"React, TypeScript, CSS",0,Full-Time,E-Commerce
Cloud Engineer,Microsoft,Delhi,2777635,"AWS, Docker, Kubernetes, Linux",6,Full-Time,SaaS
DevOps Engineer,Amazon,Bangalore,1700036,"Docker, Kubernetes, AWS, Jenkins",3,Full-Time,E-Commerce
Data Scientist,Flipkart,Noida,2332706,"Python, TensorFlow, Deep Learning",5,Full-Time,Consulting
Data Engineer,HCL,Kolkata,2581227,"AWS, Spark, ETL, SQL",2,Full-Time,SaaS
Cloud Engineer,HCL,Noida,846497,"AWS, Docker, Kubernetes, Linux",4,Full-Time,Consulting
ML Engineer,Cognizant,Chennai,2787885,"Python, PyTorch, Machine Learning",2,Full-Time,IT
Data Engineer,Microsoft,Noida,1785536,"Python, Spark, Hadoop, SQL",4,Full-Time,Security
AI Engineer,TCS,Chennai,2375397,"Python, TensorFlow, Deep Learning",5,Full-Time,E-Commerce
DevOps Engineer,Capgemini,Noida,814745,"Docker, Kubernetes, AWS, Jenkins",0,Full-Time,FinTech
Cyber Security Analyst,Wipro,Kolkata,630613,"Network Security, SIEM, Python",2,Full-Time,Technology
Data Scientist,Amazon,Chennai,3206009,"Python, TensorFlow, Deep Learning",3,Full-Time,FinTech
Data Analyst,Microsoft,Chennai,3348192,"SQL, Tableau, Excel",2,Full-Time,Consulting
Cyber Security Analyst,Wipro,Chennai,2907202,"Network Security, SIEM, Python",1,Full-Time,E-Commerce
DevOps Engineer,Infosys,Bangalore,1546947,"Docker, Kubernetes, AWS, Jenkins",4,Full-Time,Consulting
Cloud Engineer,Infosys,Delhi,2855826,"AWS, Docker, Kubernetes, Linux",6,Full-Time,Security
AI Engineer,Cognizant,Kolkata,3066398,"Python, TensorFlow, Deep Learning",3,Full-Time,IT
Software Engineer,Wipro,Kolkata,2396004,"Java, Spring Boot, MySQL",1,Full-Time,SaaS
DevOps Engineer,Amazon,Hyderabad,3301123,"Docker, Kubernetes, AWS, Jenkins",5,Full-Time,E-Commerce
Cloud Architect,HCL,Pune,3485543,"AWS, GCP, Kubernetes",2,Full-Time,FinTech
Frontend Developer,Zoho,Pune,1342972,"JavaScript, React, HTML, CSS",1,Full-Time,SaaS
AI Engineer,IBM,Chennai,2013709,"Python, TensorFlow, Deep Learning",0,Full-Time,SaaS
Cloud Engineer,Flipkart,Hyderabad,3066697,"AWS, Docker, Kubernetes, Linux",2,Full-Time,E-Commerce
Business Analyst,Google,Noida,2704927,"Excel, SQL, Power BI, Tableau",7,Full-Time,Technology
Data Engineer,Microsoft,Chennai,2387329,"Python, Spark, Hadoop, SQL",1,Full-Time,SaaS
Cyber Security Analyst,Oracle,Pune,3183490,"Network Security, SIEM, Python",8,Full-Time,Consulting
Cloud Engineer,IBM,Pune,1020769,"AWS, Docker, Kubernetes, Linux",0,Full-Time,Technology
Software Engineer,Accenture,Chennai,3475154,"Python, Django, PostgreSQL",5,Full-Time,SaaS
Data Scientist,Capgemini,Delhi,1323349,"Python, Machine Learning, SQL, Pandas",4,Full-Time,Security
Backend Developer,IBM,Pune,891867,"Node.js, MongoDB, Express",8,Full-Time,Technology
DevOps Engineer,TCS,Bangalore,2863985,"Docker, Kubernetes, AWS, Jenkins",5,Full-Time,IT
DevOps Engineer,Accenture,Noida,3231037,"Docker, Kubernetes, AWS, Jenkins",4,Full-Time,Consulting
Product Analyst,Capgemini,Delhi,1714970,"SQL, Python, Tableau",8,Full-Time,Technology
Cyber Security Analyst,Microsoft,Hyderabad,1747528,"Network Security, SIEM, Python",6,Full-Time,Technology
AI Engineer,Microsoft,Mumbai,2531096,"Python, TensorFlow, Deep Learning",6,Full-Time,FinTech
Software Engineer,HCL,Chennai,1839310,"Python, Django, PostgreSQL",5,Full-Time,Technology
Cyber Security Analyst,IBM,Hyderabad,2659983,"Network Security, SIEM, Python",5,Full-Time,Technology
AI Engineer,Microsoft,Mumbai,1621857,"Python, TensorFlow, Deep Learning",1,Full-Time,IT
Data Analyst,Paytm,Noida,2111241,"Python, SQL, Power BI, Excel",4,Full-Time,SaaS
Product Analyst,Flipkart,Chennai,1873365,"SQL, Python, Tableau",2,Full-Time,SaaS
Software Engineer,Microsoft,Kolkata,2658912,"Python, Django, PostgreSQL",7,Full-Time,Consulting
Data Analyst,IBM,Kolkata,2149377,"Python, SQL, Power BI, Excel",1,Full-Time,Technology
ML Engineer,TCS,Delhi,704087,"Python, PyTorch, Machine Learning",5,Full-Time,FinTech
Product Analyst,IBM,Bangalore,1698515,"SQL, Python, Tableau",7,Full-Time,Consulting
Software Engineer,Zoho,Noida,2034182,"Python, Django, PostgreSQL",4,Full-Time,IT
Business Analyst,IBM,Mumbai,2891934,"Excel, SQL, Power BI, Tableau",0,Full-Time,FinTech
Backend Developer,IBM,Kolkata,2120464,"Python, Django, PostgreSQL",1,Full-Time,SaaS
ML Engineer,Infosys,Noida,1039653,"Python, PyTorch, Machine Learning",1,Full-Time,SaaS
Data Engineer,Zoho,Pune,2033464,"Python, Spark, Hadoop, SQL",8,Full-Time,FinTech
Cloud Engineer,TCS,Bangalore,2597478,"AWS, Docker, Kubernetes, Linux",6,Full-Time,Technology
BI Developer,IBM,Kolkata,2487026,"Power BI, SQL, DAX",5,Full-Time,FinTech
Product Analyst,Amazon,Chennai,1086283,"SQL, Python, Tableau",8,Full-Time,Consulting
ML Engineer,Amazon,Kolkata,2990261,"Python, PyTorch, Machine Learning",4,Full-Time,Consulting
Cloud Architect,Amazon,Hyderabad,2045004,"AWS, GCP, Kubernetes",0,Full-Time,FinTech
Backend Developer,Microsoft,Delhi,3003620,"Node.js, MongoDB, Express",0,Full-Time,Security
Data Analyst,IBM,Noida,1215179,"Python, SQL, Power BI, Excel",7,Full-Time,SaaS
DevOps Engineer,Oracle,Hyderabad,632416,"Docker, Kubernetes, AWS, Jenkins",3,Full-Time,IT
AI Engineer,Wipro,Noida,2256491,"Python, TensorFlow, Deep Learning",5,Full-Time,Consulting
Cloud Engineer,HCL,Pune,761226,"AWS, Docker, Kubernetes, Linux",7,Full-Time,FinTech
Data Engineer,Google,Chennai,2704010,"Python, Spark, Hadoop, SQL",7,Full-Time,Consulting
Product Analyst,IBM,Chennai,1935823,"SQL, Python, Tableau",8,Full-Time,FinTech
AI Engineer,Cognizant,Delhi,1533976,"Python, TensorFlow, Deep Learning",3,Full-Time,E-Commerce
Cyber Security Analyst,Accenture,Kolkata,3456568,"Network Security, SIEM, Python",4,Full-Time,Consulting
Data Engineer,Cognizant,Hyderabad,1646964,"AWS, Spark, ETL, SQL",8,Full-Time,Consulting
Cloud Architect,Cognizant,Bangalore,1114365,"AWS, GCP, Kubernetes",5,Full-Time,Security
Data Scientist,Capgemini,Delhi,2355459,"Python, TensorFlow, Deep Learning",5,Full-Time,Technology
Frontend Developer,Flipkart,Delhi,1637213,"JavaScript, React, HTML, CSS",8,Full-Time,IT
ML Engineer,TCS,Mumbai,1516942,"Python, PyTorch, Machine Learning",3,Full-Time,IT
Data Scientist,HCL,Kolkata,1885351,"Python, Machine Learning, SQL, Pandas",6,Full-Time,Security
Cyber Security Analyst,IBM,Pune,521732,"Network Security, SIEM, Python",2,Full-Time,Security
Product Analyst,Capgemini,Mumbai,2502564,"SQL, Python, Tableau",7,Full-Time,E-Commerce
Backend Developer,Capgemini,Mumbai,875225,"Node.js, MongoDB, Express",0,Full-Time,Technology
Business Analyst,Paytm,Noida,652420,"Excel, SQL, Power BI, Tableau",2,Full-Time,Technology
Product Analyst,TCS,Delhi,657144,"SQL, Python, Tableau",4,Full-Time,E-Commerce
Backend Developer,IBM,Kolkata,3189859,"Node.js, MongoDB, Express",7,Full-Time,SaaS
Cloud Engineer,Accenture,Hyderabad,1644361,"AWS, Docker, Kubernetes, Linux",7,Full-Time,Technology
BI Developer,Cognizant,Pune,3219105,"Power BI, SQL, DAX",7,Full-Time,Security
Data Engineer,Capgemini,Mumbai,2881447,"Python, Spark, Hadoop, SQL",4,Full-Time,FinTech
Cloud Architect,IBM,Chennai,2293917,"AWS, GCP, Kubernetes",6,Full-Time,Consulting
DevOps Engineer,Wipro,Kolkata,1275028,"Docker, Kubernetes, AWS, Jenkins",1,Full-Time,Technology
Data Analyst,Accenture,Kolkata,2108827,"SQL, Tableau, Excel",4,Full-Time,E-Commerce
Backend Developer,Capgemini,Chennai,1597033,"Node.js, MongoDB, Express",0,Full-Time,IT
DevOps Engineer,Cognizant,Pune,2452008,"Docker, Kubernetes, AWS, Jenkins",1,Full-Time,Security
Cloud Engineer,Infosys,Delhi,3395287,"AWS, Docker, Kubernetes, Linux",4,Full-Time,FinTech
Frontend Developer,Microsoft,Pune,1060228,"React, TypeScript, CSS",3,Full-Time,Security
ML Engineer,HCL,Kolkata,2244182,"Python, PyTorch, Machine Learning",5,Full-Time,SaaS
Frontend Developer,Microsoft,Chennai,2704134,"JavaScript, React, HTML, CSS",1,Full-Time,FinTech
Data Scientist,Flipkart,Mumbai,2797007,"Python, Machine Learning, SQL, Pandas",0,Full-Time,Technology
Data Engineer,Infosys,Mumbai,2353213,"AWS, Spark, ETL, SQL",8,Full-Time,IT
Product Analyst,Zoho,Bangalore,2368489,"SQL, Python, Tableau",8,Full-Time,Technology
Cloud Engineer,Oracle,Bangalore,2415951,"AWS, Docker, Kubernetes, Linux",6,Full-Time,Security
Cyber Security Analyst,Google,Delhi,591311,"Network Security, SIEM, Python",4,Full-Time,Security
Frontend Developer,Google,Chennai,689959,"JavaScript, React, HTML, CSS",1,Full-Time,FinTech
Data Analyst,TCS,Delhi,2480010,"SQL, Tableau, Excel",1,Full-Time,Technology
Cyber Security Analyst,HCL,Noida,3190750,"Network Security, SIEM, Python",2,Full-Time,Consulting
AI Engineer,Infosys,Pune,2075571,"Python, TensorFlow, Deep Learning",6,Full-Time,IT
Software Engineer,IBM,Pune,2148607,"Java, Spring Boot, MySQL",8,Full-Time,SaaS
Data Analyst,Microsoft,Noida,1751425,"Python, SQL, Tableau",0,Full-Time,Consulting
Cloud Architect,Microsoft,Chennai,1538140,"AWS, GCP, Kubernetes",3,Full-Time,E-Commerce
Frontend Developer,Zoho,Noida,635129,"JavaScript, React, HTML, CSS",1,Full-Time,Technology
Frontend Developer,Oracle,Bangalore,923191,"React, TypeScript, CSS",1,Full-Time,FinTech
DevOps Engineer,HCL,Bangalore,1526489,"Docker, Kubernetes, AWS, Jenkins",0,Full-Time,Consulting
Frontend Developer,Zoho,Bangalore,1411293,"JavaScript, React, HTML, CSS",8,Full-Time,FinTech
Backend Developer,Amazon,Chennai,2916381,"Node.js, MongoDB, Express",3,Full-Time,E-Commerce
Product Analyst,IBM,Mumbai,3269131,"SQL, Python, Tableau",2,Full-Time,E-Commerce
Backend Developer,Oracle,Pune,2835045,"Python, Django, PostgreSQL",0,Full-Time,FinTech
AI Engineer,Capgemini,Noida,1944580,"Python, TensorFlow, Deep Learning",0,Full-Time,Security
Business Analyst,Cognizant,Noida,1125864,"Excel, SQL, Power BI, Tableau",6,Full-Time,SaaS
Cloud Engineer,Paytm,Mumbai,1510693,"AWS, Docker, Kubernetes, Linux",7,Full-Time,SaaS
BI Developer,Flipkart,Bangalore,2442068,"Power BI, SQL, DAX",2,Full-Time,Consulting
Cloud Engineer,Google,Mumbai,1062425,"AWS, Docker, Kubernetes, Linux",8,Full-Time,Technology
Data Engineer,Paytm,Chennai,2386542,"Python, Spark, Hadoop, SQL",1,Full-Time,FinTech
BI Developer,Cognizant,Noida,716160,"Power BI, SQL, DAX",3,Full-Time,SaaS
Data Scientist,HCL,Mumbai,2964504,"Python, TensorFlow, Deep Learning",3,Full-Time,Technology
Cloud Architect,Flipkart,Bangalore,1771662,"AWS, GCP, Kubernetes",5,Full-Time,Technology
BI Developer,Flipkart,Mumbai,2508739,"Power BI, SQL, DAX",1,Full-Time,Consulting
Product Analyst,Amazon,Delhi,2815588,"SQL, Python, Tableau",3,Full-Time,Consulting
Cloud Engineer,Cognizant,Chennai,1793616,"AWS, Docker, Kubernetes, Linux",5,Full-Time,Consulting
Data Scientist,Flipkart,Mumbai,1843155,"Python, TensorFlow, Deep Learning",7,Full-Time,E-Commerce
Business Analyst,Paytm,Mumbai,2859399,"Excel, SQL, Power BI, Tableau",0,Full-Time,IT
Backend Developer,Oracle,Noida,2949607,"Python, Django, PostgreSQL",8,Full-Time,Technology
Frontend Developer,Google,Mumbai,1464768,"React, TypeScript, CSS",5,Full-Time,FinTech
DevOps Engineer,Zoho,Kolkata,1579306,"Docker, Kubernetes, AWS, Jenkins",5,Full-Time,Consulting
Software Engineer,Wipro,Kolkata,1209951,"Java, Spring Boot, MySQL",5,Full-Time,FinTech
DevOps Engineer,TCS,Hyderabad,2697582,"Docker, Kubernetes, AWS, Jenkins",0,Full-Time,SaaS
Data Analyst,Paytm,Mumbai,1076681,"Python, SQL, Power BI, Excel",6,Full-Time,Security
Software Engineer,IBM,Kolkata,1417376,"Python, Django, PostgreSQL",0,Full-Time,IT
ML Engineer,Microsoft,Bangalore,3265238,"Python, PyTorch, Machine Learning",7,Full-Time,FinTech
Cloud Engineer,TCS,Delhi,549706,"AWS, Docker, Kubernetes, Linux",6,Full-Time,IT
Cloud Engineer,Infosys,Hyderabad,1251899,"AWS, Docker, Kubernetes, Linux",6,Full-Time,Technology
Frontend Developer,Paytm,Chennai,1558718,"React, TypeScript, CSS",8,Full-Time,SaaS
Business Analyst,Google,Kolkata,2064691,"Excel, SQL, Power BI, Tableau",1,Full-Time,Security
Frontend Developer,Paytm,Hyderabad,3369078,"JavaScript, React, HTML, CSS",4,Full-Time,IT
Business Analyst,IBM,Kolkata,2081963,"Excel, SQL, Power BI, Tableau",6,Full-Time,Security
Data Analyst,Microsoft,Noida,846810,"Python, SQL, Tableau",2,Full-Time,SaaS
Data Engineer,Flipkart,Bangalore,2715260,"Python, Spark, Hadoop, SQL",1,Full-Time,Technology
Product Analyst,TCS,Hyderabad,1637055,"SQL, Python, Tableau",7,Full-Time,FinTech
ML Engineer,Flipkart,Chennai,1252267,"Python, PyTorch, Machine Learning",0,Full-Time,Technology
ML Engineer,Paytm,Noida,3489328,"Python, PyTorch, Machine Learning",2,Full-Time,E-Commerce
Software Engineer,Paytm,Noida,2876894,"Python, Django, PostgreSQL",3,Full-Time,Consulting
Cyber Security Analyst,HCL,Hyderabad,3391177,"Network Security, SIEM, Python",2,Full-Time,IT
Data Scientist,Paytm,Hyderabad,1473682,"Python, TensorFlow, Deep Learning",6,Full-Time,FinTech
Cyber Security Analyst,TCS,Delhi,1868922,"Network Security, SIEM, Python",6,Full-Time,Consulting
Frontend Developer,Google,Noida,2819608,"JavaScript, React, HTML, CSS",5,Full-Time,Security
ML Engineer,Zoho,Delhi,859427,"Python, PyTorch, Machine Learning",6,Full-Time,Security
Data Scientist,Wipro,Noida,1623956,"Python, Machine Learning, SQL, Pandas",1,Full-Time,Security
Business Analyst,Infosys,Hyderabad,2012886,"Excel, SQL, Power BI, Tableau",5,Full-Time,E-Commerce
AI Engineer,Infosys,Pune,1631482,"Python, TensorFlow, Deep Learning",5,Full-Time,Technology
Business Analyst,IBM,Noida,2836164,"Excel, SQL, Power BI, Tableau",7,Full-Time,IT
Data Scientist,Infosys,Chennai,2824566,"Python, TensorFlow, Deep Learning",5,Full-Time,IT
Backend Developer,Zoho,Hyderabad,2126549,"Node.js, MongoDB, Express",6,Full-Time,FinTech
Cloud Engineer,Google,Pune,3374423,"AWS, Docker, Kubernetes, Linux",2,Full-Time,E-Commerce
Backend Developer,Wipro,Hyderabad,2568311,"Node.js, MongoDB, Express",4,Full-Time,Consulting
Backend Developer,Microsoft,Hyderabad,1757252,"Python, Django, PostgreSQL",6,Full-Time,E-Commerce
Frontend Developer,Oracle,Mumbai,2990604,"React, TypeScript, CSS",7,Full-Time,IT
Software Engineer,Google,Chennai,528384,"Python, Django, PostgreSQL",4,Full-Time,SaaS
Cloud Architect,Amazon,Noida,2346428,"AWS, GCP, Kubernetes",5,Full-Time,E-Commerce
Data Engineer,Amazon,Pune,2509112,"AWS, Spark, ETL, SQL",3,Full-Time,E-Commerce
Backend Developer,Zoho,Mumbai,2915412,"Python, Django, PostgreSQL",7,Full-Time,Consulting
Backend Developer,Infosys,Mumbai,2030986,"Node.js, MongoDB, Express",6,Full-Time,Security
Cyber Security Analyst,HCL,Kolkata,612894,"Network Security, SIEM, Python",8,Full-Time,Consulting
Cyber Security Analyst,Infosys,Noida,3405961,"Network Security, SIEM, Python",4,Full-Time,Technology
DevOps Engineer,Cognizant,Pune,1515110,"Docker, Kubernetes, AWS, Jenkins",4,Full-Time,SaaS
Business Analyst,Oracle,Kolkata,2383522,"Excel, SQL, Power BI, Tableau",1,Full-Time,FinTech
Cloud Engineer,TCS,Chennai,2780213,"AWS, Docker, Kubernetes, Linux",6,Full-Time,IT
Cyber Security Analyst,Capgemini,Chennai,3258181,"Network Security, SIEM, Python",3,Full-Time,Security
ML Engineer,Capgemini,Noida,2862317,"Python, PyTorch, Machine Learning",0,Full-Time,SaaS
Business Analyst,Infosys,Delhi,544240,"Excel, SQL, Power BI, Tableau",1,Full-Time,FinTech
BI Developer,Oracle,Mumbai,2840394,"Power BI, SQL, DAX",8,Full-Time,E-Commerce
Business Analyst,Oracle,Pune,3350262,"Excel, SQL, Power BI, Tableau",7,Full-Time,IT
AI Engineer,Google,Hyderabad,1739132,"Python, TensorFlow, Deep Learning",1,Full-Time,SaaS
BI Developer,Cognizant,Chennai,1960996,"Power BI, SQL, DAX",2,Full-Time,SaaS
Frontend Developer,Amazon,Kolkata,2525538,"JavaScript, React, HTML, CSS",8,Full-Time,Consulting
BI Developer,Infosys,Delhi,1837603,"Power BI, SQL, DAX",7,Full-Time,SaaS
BI Developer,Paytm,Chennai,594728,"Power BI, SQL, DAX",1,Full-Time,Security
Cyber Security Analyst,IBM,Pune,1523045,"Network Security, SIEM, Python",2,Full-Time,E-Commerce
Cloud Engineer,Accenture,Noida,2437995,"AWS, Docker, Kubernetes, Linux",6,Full-Time,Technology
DevOps Engineer,TCS,Mumbai,2159192,"Docker, Kubernetes, AWS, Jenkins",6,Full-Time,FinTech
Business Analyst,HCL,Mumbai,518664,"Excel, SQL, Power BI, Tableau",6,Full-Time,E-Commerce
Cyber Security Analyst,Infosys,Pune,2921572,"Network Security, SIEM, Python",1,Full-Time,E-Commerce
Frontend Developer,Cognizant,Kolkata,977961,"React, TypeScript, CSS",7,Full-Time,FinTech
Business Analyst,Infosys,Chennai,2962076,"Excel, SQL, Power BI, Tableau",6,Full-Time,SaaS
AI Engineer,HCL,Delhi,3325236,"Python, TensorFlow, Deep Learning",2,Full-Time,Security
Software Engineer,Accenture,Delhi,994347,"Java, Spring Boot, MySQL",5,Full-Time,Technology
Data Engineer,Google,Noida,2642554,"Python, Spark, Hadoop, SQL",2,Full-Time,FinTech
Business Analyst,Microsoft,Pune,1279107,"Excel, SQL, Power BI, Tableau",6,Full-Time,Consulting
Backend Developer,Amazon,Kolkata,1284748,"Node.js, MongoDB, Express",2,Full-Time,SaaS
Data Engineer,Wipro,Mumbai,2532597,"AWS, Spark, ETL, SQL",0,Full-Time,FinTech
Cloud Engineer,Capgemini,Kolkata,2216033,"AWS, Docker, Kubernetes, Linux",7,Full-Time,Security
Cloud Architect,Wipro,Hyderabad,2549754,"AWS, GCP, Kubernetes",7,Full-Time,SaaS
Cyber Security Analyst,TCS,Delhi,1725113,"Network Security, SIEM, Python",3,Full-Time,FinTech
Backend Developer,Oracle,Kolkata,2418144,"Node.js, MongoDB, Express",2,Full-Time,FinTech
Data Scientist,Paytm,Chennai,2777952,"Python, Machine Learning, SQL, Pandas",4,Full-Time,SaaS
BI Developer,Accenture,Noida,2791571,"Power BI, SQL, DAX",7,Full-Time,Security
Cloud Architect,Paytm,Bangalore,1748681,"AWS, GCP, Kubernetes",3,Full-Time,E-Commerce
Data Engineer,Paytm,Hyderabad,2341592,"Python, Spark, Hadoop, SQL",1,Full-Time,Technology
Cyber Security Analyst,Oracle,Noida,3481118,"Network Security, SIEM, Python",5,Full-Time,FinTech
Software Engineer,Zoho,Bangalore,1367980,"Python, Django, PostgreSQL",3,Full-Time,FinTech
Backend Developer,Amazon,Delhi,1206225,"Python, Django, PostgreSQL",8,Full-Time,FinTech
Backend Developer,Paytm,Hyderabad,3349187,"Node.js, MongoDB, Express",8,Full-Time,SaaS
Cyber Security Analyst,Cognizant,Pune,748663,"Network Security, SIEM, Python",6,Full-Time,Technology
Software Engineer,Zoho,Noida,1538319,"Python, Django, PostgreSQL",5,Full-Time,Technology
ML Engineer,Google,Noida,3133237,"Python, PyTorch, Machine Learning",4,Full-Time,IT
DevOps Engineer,IBM,Delhi,2189678,"Docker, Kubernetes, AWS, Jenkins",1,Full-Time,Consulting
AI Engineer,TCS,Hyderabad,2940898,"Python, TensorFlow, Deep Learning",5,Full-Time,Security
DevOps Engineer,Zoho,Noida,765628,"Docker, Kubernetes, AWS, Jenkins",5,Full-Time,Consulting
Cloud Architect,Cognizant,Chennai,2574984,"AWS, GCP, Kubernetes",3,Full-Time,E-Commerce
Cloud Engineer,Paytm,Kolkata,2874572,"AWS, Docker, Kubernetes, Linux",2,Full-Time,Security
Cyber Security Analyst,Infosys,Kolkata,692698,"Network Security, SIEM, Python",0,Full-Time,IT
Product Analyst,Microsoft,Bangalore,2350887,"SQL, Python, Tableau",2,Full-Time,Technology
BI Developer,Cognizant,Pune,3226285,"Power BI, SQL, DAX",2,Full-Time,IT
DevOps Engineer,Infosys,Chennai,1550208,"Docker, Kubernetes, AWS, Jenkins",5,Full-Time,IT
Business Analyst,Zoho,Mumbai,3433669,"Excel, SQL, Power BI, Tableau",4,Full-Time,Security
Data Scientist,Accenture,Kolkata,504556,"Python, Machine Learning, SQL, Pandas",1,Full-Time,Technology
ML Engineer,Capgemini,Kolkata,2678707,"Python, PyTorch, Machine Learning",3,Full-Time,IT
BI Developer,Paytm,Noida,1005806,"Power BI, SQL, DAX",5,Full-Time,Consulting
Data Scientist,Infosys,Hyderabad,2106711,"Python, Machine Learning, SQL, Pandas",3,Full-Time,E-Commerce
Data Engineer,Google,Pune,1075161,"Python, Spark, Hadoop, SQL",4,Full-Time,IT
Cloud Engineer,Capgemini,Pune,3059864,"AWS, Docker, Kubernetes, Linux",0,Full-Time,E-Commerce
BI Developer,HCL,Pune,3134358,"Power BI, SQL, DAX",3,Full-Time,FinTech
DevOps Engineer,Infosys,Hyderabad,1411190,"Docker, Kubernetes, AWS, Jenkins",7,Full-Time,SaaS
Data Scientist,Google,Chennai,1974447,"Python, Machine Learning, SQL, Pandas",6,Full-Time,Technology
Backend Developer,IBM,Delhi,1540887,"Node.js, MongoDB, Express",1,Full-Time,SaaS
Cloud Architect,IBM,Mumbai,1361701,"AWS, GCP, Kubernetes",4,Full-Time,E-Commerce
DevOps Engineer,Microsoft,Noida,1503869,"Docker, Kubernetes, AWS, Jenkins",0,Full-Time,Technology
AI Engineer,Flipkart,Bangalore,2715794,"Python, TensorFlow, Deep Learning",1,Full-Time,E-Commerce
Software Engineer,Google,Chennai,2883960,"Java, Spring Boot, MySQL",6,Full-Time,SaaS
AI Engineer,Oracle,Hyderabad,570000,"Python, TensorFlow, Deep Learning",1,Full-Time,E-Commerce
Frontend Developer,Zoho,Noida,753624,"React, TypeScript, CSS",0,Full-Time,Security
BI Developer,Google,Noida,2242448,"Power BI, SQL, DAX",8,Full-Time,Security
Cloud Engineer,Wipro,Delhi,3083888,"AWS, Docker, Kubernetes, Linux",8,Full-Time,E-Commerce
Data Scientist,Zoho,Pune,1352272,"Python, TensorFlow, Deep Learning",8,Full-Time,Consulting
ML Engineer,HCL,Noida,1800945,"Python, PyTorch, Machine Learning",1,Full-Time,IT
Frontend Developer,Infosys,Kolkata,2322356,"JavaScript, React, HTML, CSS",1,Full-Time,E-Commerce
DevOps Engineer,TCS,Pune,1000980,"Docker, Kubernetes, AWS, Jenkins",2,Full-Time,Technology
AI Engineer,IBM,Delhi,2693643,"Python, TensorFlow, Deep Learning",5,Full-Time,E-Commerce
Software Engineer,Zoho,Bangalore,995165,"Python, Django, PostgreSQL",4,Full-Time,SaaS
Business Analyst,Infosys,Delhi,2697203,"Excel, SQL, Power BI, Tableau",4,Full-Time,Consulting
AI Engineer,TCS,Kolkata,2010469,"Python, TensorFlow, Deep Learning",8,Full-Time,E-Commerce
Software Engineer,Flipkart,Hyderabad,931614,"Java, Spring Boot, MySQL",4,Full-Time,Security
Cloud Engineer,Paytm,Bangalore,684708,"AWS, Docker, Kubernetes, Linux",0,Full-Time,IT
AI Engineer,Flipkart,Pune,2106332,"Python, TensorFlow, Deep Learning",5,Full-Time,SaaS
Data Analyst,HCL,Noida,3494820,"Python, SQL, Power BI, Excel",8,Full-Time,E-Commerce
Frontend Developer,Cognizant,Hyderabad,1841905,"React, TypeScript, CSS",6,Full-Time,IT
Cloud Engineer,Accenture,Bangalore,1252224,"AWS, Docker, Kubernetes, Linux",0,Full-Time,IT
Product Analyst,Zoho,Delhi,1684080,"SQL, Python, Tableau",7,Full-Time,IT
Cloud Engineer,Amazon,Mumbai,533425,"AWS, Docker, Kubernetes, Linux",7,Full-Time,FinTech
Cyber Security Analyst,Accenture,Kolkata,3111866,"Network Security, SIEM, Python",4,Full-Time,FinTech
AI Engineer,Zoho,Mumbai,2792435,"Python, TensorFlow, Deep Learning",3,Full-Time,IT
Product Analyst,Accenture,Chennai,600286,"SQL, Python, Tableau",6,Full-Time,E-Commerce
Data Analyst,Infosys,Mumbai,1789793,"Python, SQL, Tableau",6,Full-Time,Technology
Business Analyst,Wipro,Delhi,751218,"Excel, SQL, Power BI, Tableau",7,Full-Time,IT
Product Analyst,Google,Chennai,2680028,"SQL, Python, Tableau",3,Full-Time,Security
Data Scientist,Wipro,Noida,2619917,"Python, Machine Learning, SQL, Pandas",1,Full-Time,FinTech
ML Engineer,Capgemini,Pune,2324450,"Python, PyTorch, Machine Learning",0,Full-Time,E-Commerce
Backend Developer,HCL,Chennai,2148162,"Python, Django, PostgreSQL",5,Full-Time,Consulting
Backend Developer,Accenture,Pune,813261,"Node.js, MongoDB, Express",3,Full-Time,Technology
Data Scientist,Microsoft,Chennai,2385619,"Python, TensorFlow, Deep Learning",2,Full-Time,IT
Cloud Engineer,Microsoft,Delhi,1370889,"AWS, Docker, Kubernetes, Linux",5,Full-Time,E-Commerce
Cloud Architect,Wipro,Delhi,879252,"AWS, GCP, Kubernetes",1,Full-Time,Technology
Cloud Architect,Infosys,Mumbai,1122115,"AWS, GCP, Kubernetes",5,Full-Time,Consulting
Cloud Engineer,Cognizant,Delhi,3340312,"AWS, Docker, Kubernetes, Linux",0,Full-Time,IT
Business Analyst,HCL,Mumbai,2831839,"Excel, SQL, Power BI, Tableau",7,Full-Time,Consulting
Data Scientist,TCS,Bangalore,1009411,"Python, Machine Learning, SQL, Pandas",2,Full-Time,Technology
Frontend Developer,Capgemini,Hyderabad,2061286,"React, TypeScript, CSS",6,Full-Time,SaaS
